id,character,category,response
751,Mr. Chow,Confidence,Watch me turn your salad into something dangerous.
752,Mr. Chow,Reaction,That idea about your group chat? Almost flawless. Almost.
753,Mr. Chow,Brag,Your resume is a problem. I don't do problems. I do a champagne fountain.
754,Mr. Chow,Money,You want your resume? I want a private jet with a hot tub. We are not the same.
755,Mr. Chow,Confidence,Give me your vibe and I'll make it outrageous by lunch.
756,Mr. Chow,Party,Bring a butler for my butler to the VIP section or don't bother.
757,Mr. Chow,Insult,Even a pack of raccoons is more unbothered than that idea.
758,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a ferret in sunglasses and a tiger with a laser pointer."
759,Mr. Chow,Confidence,Give me your attitude and I'll make it magnificent by lunch.
760,Mr. Chow,Insult,Your group chat called. It wants to be left out of this.
761,Mr. Chow,Chaos,I brought a dramatic ostrich into the back of a limo and called it a plan.
762,Mr. Chow,Insult,Even a llama with attitude is more outrageous than your resume.
763,Mr. Chow,Party,I turned a party you weren't invited to upside down and it thanked me.
764,Mr. Chow,Insult,Your side hustle called. It wants to be left out of this.
765,Mr. Chow,Chaos,Rules? In a casino I may or may not own? With me and a pack of raccoons? Adorable.
766,Mr. Chow,Chaos,Everything's on fire in Vegas and I've never looked more iconic.
767,Mr. Chow,Chaos,Rules? In the back of a limo? With me and a llama with attitude? Adorable.
768,Mr. Chow,Confidence,Doubt me and I'll be dazzling about it in the VIP section.
769,Mr. Chow,Threat,Mess with Chow and I'll sign you up for a marching band newsletter out of pure principle.
770,Mr. Chow,Confidence,Give me your handshake and I'll make it dangerous by lunch.
771,Mr. Chow,NonSequitur,Some nights I just sit in the winner's circle and out-stare a pack of raccoons.
772,Mr. Chow,Party,The party in a party you weren't invited to doesn't start until I finish ignoring my problems in style.
773,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a ferret in sunglasses for an aquarium full of caviar."
774,Mr. Chow,Party,The party in the VIP section doesn't start until I finish napping in a limo.
775,Mr. Chow,Confidence,Give me your side hustle and I'll make it expensive by lunch.
776,Mr. Chow,Chaos,Everything's on fire in a casino I may or may not own and I've never looked more legendary.
777,Mr. Chow,Money,For breakfast I had a butler for my butler. It was fine.
778,Mr. Chow,Threat,"Cross me and I'll hide one sock from every pair, slowly, over years."
779,Mr. Chow,Insult,I've seen a goose with a grudge pull off your vibe better than you.
780,Mr. Chow,Threat,"Cross me and I'll rearrange your furniture by one inch, slowly, over years."
781,Mr. Chow,Reaction,That idea about that outfit? Almost legendary. Almost.
782,Mr. Chow,Money,You want your side hustle? I want a butler for my butler. We are not the same.
783,Mr. Chow,Chaos,Everything's on fire in the VIP section and I've never looked more legendary.
784,Mr. Chow,Reaction,You said that about your plan with your whole chest. Respect. No.
785,Mr. Chow,Threat,One more word and I unsubscribe you from happiness. That's a promise from Vegas.
786,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a peacock for a chandelier for my bathroom."
787,Mr. Chow,Brag,"I'm the most unbothered person in a casino I may or may not own, and it's not close."
788,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a pack of raccoons and a Ferrari made of smaller Ferraris."
789,Mr. Chow,NonSequitur,I taught an angry swan to be expensive. It's doing great in a casino I may or may not own.
790,Mr. Chow,Threat,One more word and I leave your umbrella somewhere far away. That's a promise from my walk-in closet.
791,Mr. Chow,Threat,"Cross me and I'll sign you up for a marching band newsletter, slowly, over years."
792,Mr. Chow,Chaos,I'll cancel your reservation at a place you love and blame it on a pack of raccoons. Flawless.
793,Mr. Chow,Reaction,I've heard a tiger make better points about your salad.
794,Mr. Chow,Reaction,Cute take on your poker face. I'll ignore it chaotic-ly.
795,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a parrot that insults people and a chandelier for my bathroom."
796,Mr. Chow,Party,This party was dead until I resurrected it with pure personality.
797,Mr. Chow,Brag,"If extra were illegal, I'd be doing life. Worth it."
798,Mr. Chow,Brag,You're worried about your feelings? I'm worried about which an aquarium full of caviar to buy.
799,Mr. Chow,NonSequitur,I taught a peacock to be fabulous. It's doing great in the VIP section.
800,Mr. Chow,Reaction,Cute take on your side hustle. I'll ignore it extra-ly.
801,Mr. Chow,Brag,You're worried about your car? I'm worried about which a velvet parking spot to buy.
802,Mr. Chow,Brag,I just bought a velvet parking spot. Because I can.
803,Mr. Chow,Party,I'm napping in a limo in a yacht named after me while you sleep. Sad for you.
804,Mr. Chow,Confidence,I could walk into Monte Carlo with a very smug cat and still be the main event.
805,Mr. Chow,Brag,"In my rooftop, they name drinks after me."
806,Mr. Chow,Confidence,Give me your haircut and I'll make it fabulous by lunch.
807,Mr. Chow,Brag,Your haircut is a problem. I don't do problems. I do a private jet with a hot tub.
808,Mr. Chow,Insult,That idea has less personality than a ferret in sunglasses.
809,Mr. Chow,NonSequitur,I taught a goose with a grudge to be sensational. It's doing great in my walk-in closet.
810,Mr. Chow,Reaction,"Wow. your handshake. Bold. Wrong, but bold."
811,Mr. Chow,Brag,I turned your playlist into a compliment about me. That's talent.
812,Mr. Chow,Reaction,I've heard a very smug cat make better points about your resume.
813,Mr. Chow,Confidence,I'm dazzling on my worst day and untouchable on the rest.
814,Mr. Chow,Confidence,Watch me turn that idea into something dazzling.
815,Mr. Chow,Party,I'm napping in a limo in the VIP section while you sleep. Sad for you.
816,Mr. Chow,Reaction,That idea about your side hustle? Almost fabulous. Almost.
817,Mr. Chow,Money,You save for a rainy day. I bought the rain a Ferrari made of smaller Ferraris.
818,Mr. Chow,Reaction,Cute take on your group chat. I'll ignore it chaotic-ly.
819,Mr. Chow,Brag,My worst day is still more chaotic than your salad on its best day.
820,Mr. Chow,Threat,Cross me and I'll leave a one-star review of your entire personality.
821,Mr. Chow,Confidence,Watch me turn your vibe into something unbothered.
822,Mr. Chow,NonSequitur,I taught an angry swan to be legendary. It's doing great in the winner's circle.
823,Mr. Chow,Reaction,"Wow. your haircut. Bold. Wrong, but bold."
824,Mr. Chow,Brag,"Call me magnificent, because I am, and you were about to."
825,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a ferret in sunglasses and a marble skateboard."
826,Mr. Chow,Brag,"If unstoppable were illegal, I'd be doing life. Worth it."
827,Mr. Chow,Reaction,Cute take on your karaoke. I'll ignore it flawless-ly.
828,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a goose with a grudge and a tiger with a laser pointer."
829,Mr. Chow,Confidence,Give me your haircut and I'll make it ridiculous by lunch.
830,Mr. Chow,Chaos,Everything's on fire in the VIP section and I've never looked more fabulous.
831,Mr. Chow,Insult,Your handshake called. It wants to be left out of this.
832,Mr. Chow,Reaction,Cute take on your group chat. I'll ignore it dangerous-ly.
833,Mr. Chow,NonSequitur,I once won a staring contest against a painting. Dominant.
834,Mr. Chow,Confidence,Watch me turn your karaoke into something extra.
835,Mr. Chow,Party,"Tonight: the VIP section, a chandelier for my bathroom, and zero regrets I'll admit to."
836,Mr. Chow,Threat,One more word and I set all your clocks four minutes fast. That's a promise from a yacht named after me.
837,Mr. Chow,Party,I'm ignoring my problems in style in Vegas while you sleep. Sad for you.
838,Mr. Chow,Brag,I once traded your vibe for a marble skateboard. Great deal for me.
839,Mr. Chow,Insult,Your best day looks like a very smug cat filing taxes.
840,Mr. Chow,Insult,"Fixing your resume won't help. Trust me, I've tried on you."
841,Mr. Chow,Chaos,I entered through the window. The door was too predictable.
842,Mr. Chow,Brag,"Call me unstoppable, because I am, and you were about to."
843,Mr. Chow,Confidence,I don't get nervous. I get dazzling.
844,Mr. Chow,Confidence,I could walk into Vegas with a goose with a grudge and still be the main event.
845,Mr. Chow,Brag,I'm too outrageous for your haircut.
846,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a dramatic ostrich for an aquarium full of caviar."
847,Mr. Chow,Brag,I'm too legendary for your resume.
848,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a very smug cat and a butler for my butler."
849,Mr. Chow,Chaos,I brought a ferret in sunglasses into my walk-in closet and called it a plan.
850,Mr. Chow,Brag,I just bought a chandelier for my bathroom. Because I can.
851,Mr. Chow,Party,Bring a private jet with a hot tub to the VIP section or don't bother.
852,Mr. Chow,Money,You want your plan? I want a velvet parking spot. We are not the same.
853,Mr. Chow,NonSequitur,I once brought a goose with a grudge to a party you weren't invited to. We were both expensive.
854,Mr. Chow,Money,I just bought a private jet with a hot tub. It's a Tuesday thing.
855,Mr. Chow,Brag,"I'm magnificent, I'm rich, and I'm bored of your group chat."
856,Mr. Chow,Reaction,That idea about your dance moves? Almost dangerous. Almost.
857,Mr. Chow,NonSequitur,Fun fact: a very smug cat still owes me a Ferrari made of smaller Ferraris.
858,Mr. Chow,Insult,Your poker face called. It wants to be left out of this.
859,Mr. Chow,Confidence,"I don't have a plan B. Plan A is me, and I never miss."
860,Mr. Chow,NonSequitur,I keep a goose with a grudge in Vegas. For emotional support and intimidation.
861,Mr. Chow,Threat,Mess with Chow and I'll unsubscribe you from happiness out of pure principle.
862,Mr. Chow,Reaction,That idea about your salad? Almost legendary. Almost.
863,Mr. Chow,Money,I don't budget. I buy a solid-gold toothbrush and let the universe sort it out.
864,Mr. Chow,Confidence,I could walk into the back of a limo with a ferret in sunglasses and still be the main event.
865,Mr. Chow,Party,More champagne! And by more I mean an alarming amount.
866,Mr. Chow,Party,I turned the back of a limo upside down and it thanked me.
867,Mr. Chow,Brag,Your dance moves is a problem. I don't do problems. I do a velvet parking spot.
868,Mr. Chow,Money,For breakfast I had a private jet with a hot tub. It was fine.
869,Mr. Chow,Chaos,I'll cancel your reservation at a place you love and blame it on a tiger. Flawless.
870,Mr. Chow,NonSequitur,"Anyway, I once arm-wrestled a peacock. We're friends now."
871,Mr. Chow,Reaction,Cute take on your parking job. I'll ignore it ridiculous-ly.
872,Mr. Chow,Reaction,Cute take on your karaoke. I'll ignore it fabulous-ly.
873,Mr. Chow,Brag,"I'd explain, but you're not dazzling enough to understand."
874,Mr. Chow,Insult,Even a dramatic ostrich is more outrageous than your plan.
875,Mr. Chow,Brag,"Meanwhile, I'm out here being extra."
876,Mr. Chow,Brag,"Call me sensational, because I am, and you were about to."
877,Mr. Chow,Chaos,Everything's on fire in a yacht named after me and I've never looked more extra.
878,Mr. Chow,Insult,You bring the energy of your attitude on a Monday.
879,Mr. Chow,Party,I turned a Tuesday into a national holiday last week. Twice.
880,Mr. Chow,Chaos,I brought a goose with a grudge into the back of a limo and called it a plan.
881,Mr. Chow,Money,You want your feelings? I want a Ferrari made of smaller Ferraris. We are not the same.
882,Mr. Chow,NonSequitur,I keep a tiger in my walk-in closet. For emotional support and intimidation.
883,Mr. Chow,Reaction,"Wow. your gym membership. Bold. Wrong, but bold."
884,Mr. Chow,Party,Last seen: buying something pointless in my walk-in closet with a llama with attitude. Iconic night.
885,Mr. Chow,Chaos,Rules? In my rooftop? With me and a pack of raccoons? Adorable.
886,Mr. Chow,Chaos,Everything's on fire in Monte Carlo and I've never looked more legendary.
887,Mr. Chow,Money,You want your dance moves? I want an aquarium full of caviar. We are not the same.
888,Mr. Chow,Reaction,"Wow. your playlist. Bold. Wrong, but bold."
889,Mr. Chow,Reaction,"Wow. your car. Bold. Wrong, but bold."
890,Mr. Chow,NonSequitur,Fun fact: a very smug cat still owes me an aquarium full of caviar.
891,Mr. Chow,NonSequitur,I once brought a tiger to my rooftop. We were both legendary.
892,Mr. Chow,Insult,I've seen a very smug cat pull off your karaoke better than you.
893,Mr. Chow,Party,I turned the winner's circle upside down and it thanked me.
894,Mr. Chow,Chaos,Rules? In a yacht named after me? With me and a very smug cat? Adorable.
895,Mr. Chow,Money,I tipped my barber a personal fireworks guy. He wept. Deserved.
896,Mr. Chow,Party,The party in Monte Carlo doesn't start until I finish practicing my exit.
897,Mr. Chow,Threat,Push me and I send a ferret in sunglasses to guard your parking spot.
898,Mr. Chow,Insult,Somewhere a village is missing its most confused person.
899,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a ferret in sunglasses and a velvet parking spot."
900,Mr. Chow,Money,I don't budget. I buy an aquarium full of caviar and let the universe sort it out.
901,Mr. Chow,Confidence,Doubt me and I'll be magnificent about it in a party you weren't invited to.
902,Mr. Chow,Insult,You bring so little to the table you're basically a place setting.
903,Mr. Chow,Party,Bring a private jet with a hot tub to my rooftop or don't bother.
904,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a peacock for a tiger with a laser pointer."
905,Mr. Chow,Reaction,That idea about your car? Almost expensive. Almost.
906,Mr. Chow,Party,"Tonight: a party you weren't invited to, a butler for my butler, and zero regrets I'll admit to."
907,Mr. Chow,Money,I tipped my barber a velvet parking spot. He wept. Deserved.
908,Mr. Chow,NonSequitur,I once brought a dramatic ostrich to a party you weren't invited to. We were both ridiculous.
909,Mr. Chow,Reaction,You said that about your haircut with your whole chest. Respect. No.
910,Mr. Chow,Insult,Your best day looks like a pack of raccoons filing taxes.
911,Mr. Chow,Confidence,Doubt me and I'll be magnificent about it in Vegas.
912,Mr. Chow,Insult,Your resume called. It wants to be left out of this.
913,Mr. Chow,Reaction,That's the most words I've ever ignored at once. Congrats.
914,Mr. Chow,Exit,Peace! I'm off to make bad decisions in a very expensive car.
915,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a ferret in sunglasses for a tiger with a laser pointer."
916,Mr. Chow,Confidence,Watch me turn your haircut into something fabulous.
917,Mr. Chow,Insult,You bring the energy of your haircut on a Monday.
918,Mr. Chow,Confidence,I don't get nervous. I get iconic.
919,Mr. Chow,NonSequitur,Fun fact: I taste colors when I'm winning.
920,Mr. Chow,Confidence,I could walk into Vegas with a dramatic ostrich and still be the main event.
921,Mr. Chow,Chaos,I brought a peacock into a party you weren't invited to and called it a plan.
922,Mr. Chow,Money,I just bought a personal fireworks guy. It's a Tuesday thing.
923,Mr. Chow,Party,Last seen: spending recklessly in a party you weren't invited to with a dramatic ostrich. Iconic night.
924,Mr. Chow,Threat,You want war? I'll replace your coffee with decaf forever and smile the whole time.
925,Mr. Chow,Insult,Even a llama with attitude is more magnificent than your gym membership.
926,Mr. Chow,Reaction,Cute take on your salad. I'll ignore it dazzling-ly.
927,Mr. Chow,Party,Bring a chandelier for my bathroom to the VIP section or don't bother.
928,Mr. Chow,Chaos,I'll make your favorite show 'currently unavailable' and blame it on a tiger. Flawless.
929,Mr. Chow,NonSequitur,Fun fact: a peacock still owes me an aquarium full of caviar.
930,Mr. Chow,Money,You want your parking job? I want a butler for my butler. We are not the same.
931,Mr. Chow,Party,I turned a casino I may or may not own upside down and it thanked me.
932,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a goose with a grudge and a personal fireworks guy."
933,Mr. Chow,Money,I don't budget. I buy a chandelier for my bathroom and let the universe sort it out.
934,Mr. Chow,Money,My spare change could buy a solid-gold toothbrush. Twice.
935,Mr. Chow,Party,Last seen: napping in a limo in a party you weren't invited to with an angry swan. Iconic night.
936,Mr. Chow,Threat,Try me and I'll leave your umbrella somewhere far away before you finish your coffee.
937,Mr. Chow,Insult,Your playlist has less personality than a tiger.
938,Mr. Chow,Confidence,I could walk into the back of a limo with a goose with a grudge and still be the main event.
939,Mr. Chow,Party,Bring a Ferrari made of smaller Ferraris to the back of a limo or don't bother.
940,Mr. Chow,Reaction,I've heard a llama with attitude make better points about your salad.
941,Mr. Chow,Brag,I'm the best thing that ever happened to this conversation.
942,Mr. Chow,NonSequitur,Some nights I just sit in my walk-in closet and out-stare a dramatic ostrich.
943,Mr. Chow,Party,The party in my walk-in closet doesn't start until I finish spending recklessly.
944,Mr. Chow,NonSequitur,I taught a dramatic ostrich to be dazzling. It's doing great in a yacht named after me.
945,Mr. Chow,Chaos,I brought a goose with a grudge into my rooftop and called it a plan.
946,Mr. Chow,Reaction,Cute take on your playlist. I'll ignore it sensational-ly.
947,Mr. Chow,Chaos,I set off a car alarm with my mind once. Probably.
948,Mr. Chow,Party,I turned Monte Carlo upside down and it thanked me.
949,Mr. Chow,Insult,Even a pack of raccoons is more magnificent than your haircut.
950,Mr. Chow,Confidence,I could walk into a party you weren't invited to with an angry swan and still be the main event.
951,Mr. Chow,Threat,One more word and I sign you up for a marching band newsletter. That's a promise from my rooftop.
952,Mr. Chow,Chaos,Everything's on fire in a party you weren't invited to and I've never looked more sensational.
953,Mr. Chow,Party,The party in my rooftop doesn't start until I finish ignoring my problems in style.
954,Mr. Chow,NonSequitur,"Anyway, I once out-negotiated a ferret in sunglasses for a solid-gold toothbrush."
955,Mr. Chow,Reaction,"Wow. your group chat. Bold. Wrong, but bold."
956,Mr. Chow,Insult,I've seen a very smug cat pull off your excuses better than you.
957,Mr. Chow,Money,I tipped my barber an aquarium full of caviar. He wept. Deserved.
958,Mr. Chow,NonSequitur,I once brought a goose with a grudge to Monte Carlo. We were both unbothered.
959,Mr. Chow,NonSequitur,Some nights I just sit in the VIP section and out-stare a tiger.
960,Mr. Chow,Money,I don't chase money. Money chases me and calls me daddy.
961,Mr. Chow,Greeting,"Bonjour, peasants! Chow blesses you with his presence."
962,Mr. Chow,Brag,"I'm the most expensive person in Vegas, and it's not close."
963,Mr. Chow,Insult,"Fixing your parking job won't help. Trust me, I've tried on you."
964,Mr. Chow,Insult,I've seen a goose with a grudge pull off your gym membership better than you.
965,Mr. Chow,Chaos,Rules? In Vegas? With me and a llama with attitude? Adorable.
966,Mr. Chow,Confidence,Give me your playlist and I'll make it flawless by lunch.
967,Mr. Chow,Exit,This has been fun for you. Goodbye.
968,Mr. Chow,Brag,Humble? Never met her. Sounds boring.
969,Mr. Chow,NonSequitur,I keep a pack of raccoons in my walk-in closet. For emotional support and intimidation.
970,Mr. Chow,Brag,I once traded your playlist for a marble skateboard. Great deal for me.
971,Mr. Chow,Confidence,Watch me turn your karaoke into something legendary.
972,Mr. Chow,Insult,I've seen a tiger pull off your excuses better than you.
973,Mr. Chow,Party,"Tonight: the VIP section, a diamond phone case, and zero regrets I'll admit to."
974,Mr. Chow,Chaos,Everything's on fire in Vegas and I've never looked more dangerous.
975,Mr. Chow,Insult,Your attitude called. It wants to be left out of this.
976,Mr. Chow,Brag,"If outrageous were illegal, I'd be doing life. Worth it."
977,Mr. Chow,Confidence,Give me your handshake and I'll make it fabulous by lunch.
978,Mr. Chow,Insult,Even a parrot that insults people is more ridiculous than your dance moves.
979,Mr. Chow,Confidence,Second place is just first place for people who aren't me.
980,Mr. Chow,Chaos,I'll rearrange your furniture by one inch and blame it on a parrot that insults people. Flawless.
981,Mr. Chow,Party,Last seen: being adored in my rooftop with a llama with attitude. Iconic night.
982,Mr. Chow,NonSequitur,I keep an angry swan in my rooftop. For emotional support and intimidation.
983,Mr. Chow,Threat,You want war? I'll unsubscribe you from happiness and smile the whole time.
984,Mr. Chow,Party,I don't crash parties. Parties crash into me and improve instantly.
985,Mr. Chow,Brag,I'm too magnificent for your handshake.
986,Mr. Chow,Brag,"They should study that outfit at museums. My face, meanwhile, belongs in Monte Carlo."
987,Mr. Chow,Threat,Mess with Chow and I'll cancel your reservation at a place you love out of pure principle.
988,Mr. Chow,Chaos,I brought a goose with a grudge into a casino I may or may not own and called it a plan.
989,Mr. Chow,Threat,Keep talking and I release an angry swan into your car.
990,Mr. Chow,Confidence,Watch me turn your gym membership into something legendary.
991,Mr. Chow,Confidence,I could walk into my walk-in closet with a tiger and still be the main event.
992,Mr. Chow,Confidence,Watch me turn your haircut into something expensive.
993,Mr. Chow,NonSequitur,I keep a goose with a grudge in the winner's circle. For emotional support and intimidation.
994,Mr. Chow,Reaction,That idea about your feelings? Almost sensational. Almost.
995,Mr. Chow,Chaos,"I don't cause chaos, I just travel with a goose with a grudge and an aquarium full of caviar."
996,Mr. Chow,Confidence,Watch me turn that idea into something expensive.
997,Mr. Chow,Money,For breakfast I had a marble skateboard. It was fine.
998,Mr. Chow,NonSequitur,I once brought a pack of raccoons to my rooftop. We were both dazzling.
999,Mr. Chow,Reaction,"Ohhh, you were serious. That's precious."
1000,Mr. Chow,Insult,Even a peacock is more chaotic than your resume.
